835-4;6;7;5;6;9;5;4;5;6;3;9;9;5;10;7;5;7;10;8;7;7;11;10;2
836-12;8;6;4;8;10;6;7;5;5;9;6;6;4;7;7;7;3;6;8;4;5;5;8;4
837-5;9;4;5;7;4;9;11;8;11;2;7;10;5;8;9;3;5;6;11;6;8;5;8;10
838-5;6;9;6;8;5;8;10;12;7;10;7;6;4;7;11;9;10;5;8;6;7;7;8;11
839-8;4;8;2;3;4;5;7;12;7;8;6;9;7;6;6;9;8;7;9;6;5;2;6;7
840-7;7;7;8;8;9;11;7;9;10;10;9;2;10;7;4;6;6;11;12;10;6;4;6;12
841-6;7;7;10;5;3;5;5;9;7;4;8;7;6;11;9;12;8;3;8;5;8;4;6;8
842-11;6;4;6;11;9;4;10;3;11;6;7;8;10;5;7;5;5;11;7;5;5;5;6;8
843-2;9;6;4;12;3;7;7;5;7;9;8;11;7;7;6;4;8;6;10;10;5;9;2;8
844-9;11;6;3;11;7;8;11;6;10;7;6;4;3;7;4;8;4;6;10;12;6;12;4;6
845-8;6;10;4;8;9;12;5;7;12;9;8;12;5;5;9;10;8;5;9;6;4;10;8;8
846-7;5;9;4;6;8;6;5;9;10;6;3;3;8;6;10;10;10;7;3;6;9;7;4;12
847-6;5;8;12;2;7;7;9;8;6;6;7;8;10;6;7;6;9;7;4;5;7;9;7;7
848-9;7;5;6;7;12;7;8;9;4;6;11;6;12;8;7;5;7;8;8;3;8;7;4;11
849-6;6;6;9;7;9;3;7;4;7;4;9;8;5;7;4;4;8;4;8;7;7;7;9;9
850-9;9;8;7;5;9;6;11;4;11;7;8;3;5;10;4;8;3;10;3;6;9;9;7;10
851-7;6;7;7;7;10;9;5;3;5;7;5;7;7;8;7;6;10;7;7;4;4;6;7;10
852-8;10;4;4;7;10;3;8;8;10;5;9;6;9;4;5;5;6;6;3;7;8;8;9;6
853-10;6;7;10;3;10;2;8;4;4;7;9;8;9;8;8;6;4;4;7;12;4;8;6;7
854-6;2;3;8;7;6;6;8;7;9;7;4;8;7;3;9;12;7;5;7;3;9;7;6;5
855-7;9;3;7;10;2;10;6;4;2;2;6;7;9;9;7;5;6;10;8;8;5;4;2;4
856-9;6;4;12;2;3;6;7;10;4;5;6;9;2;6;3;5;7;11;12;5;6;8;8;11
857-4;9;8;10;7;2;6;9;6;6;7;7;7;9;8;3;10;8;5;4;8;5;4;12;7
858-12;9;9;10;8;6;9;7;5;8;3;11;7;10;4;5;8;5;11;11;6;8;7;8;6
859-7;4;11;9;2;11;8;12;7;5;4;8;6;7;10;6;12;4;8;4;8;3;7;7;4
860-5;5;7;4;6;3;11;4;6;7;9;8;10;6;10;6;7;5;9;7;7;10;6;6;3
861-5;9;5;6;4;9;10;10;8;9;12;5;10;5;7;6;6;8;5;4;9;6;7;3;6
862-7;7;4;7;6;11;5;4;4;5;3;9;7;6;3;3;11;5;8;9;6;7;11;7;5
863-2;5;8;8;8;7;11;12;5;10;8;4;10;7;6;8;7;7;11;4;11;4;4;6;7
864-8;4;8;10;4;7;7;11;2;6;7;9;8;9;11;3;3;7;6;7;4;5;6;3;4
865-9;6;8;8;5;7;6;8;6;6;8;6;10;5;9;6;6;12;9;7;6;5;8;10;6
866-8;8;5;6;8;10;9;7;5;6;5;7;8;7;2;7;6;4;9;6;6;8;9;8;10
867-10;8;7;6;6;5;6;5;7;6;8;6;9;5;6;5;7;6;7;5;11;8;7;8;8
868-5;8;2;4;7;5;9;11;5;5;6;5;10;6;6;10;7;8;7;9;7;3;6;3;8
869-10;9;11;6;11;9;6;6;9;6;8;6;9;7;4;3;3;3;5;7;5;7;6;7;6
870-8;7;4;2;5;5;11;6;8;6;6;6;8;10;3;9;8;8;9;8;5;11;10;7;7
871-7;6;2;6;5;6;9;8;8;7;8;12;4;8;10;10;4;7;7;6;10;8;6;8;7
872-3;8;6;4;5;2;12;4;5;12;11;3;6;8;4;8;6;7;10;7;8;7;7;4;4
873-4;4;9;4;8;5;10;5;5;10;4;9;6;4;4;8;10;4;10;8;8;7;8;6;8
874-4;7;10;9;7;8;8;7;8;4;6;5;8;7;5;7;9;10;7;4;8;8;7;4;6
875-8;6;7;9;9;7;11;5;4;8;3;7;9;6;5;6;8;6;4;8;7;10;6;5;9
876-7;6;10;8;12;7;8;2;7;5;6;7;7;4;10;9;4;8;6;10;4;7;8;8;4
877-5;9;4;7;12;7;3;4;9;9;9;7;7;8;7;10;9;6;11;6;4;9;10;11;5
878-7;12;2;9;5;4;7;4;8;2;10;6;9;11;6;12;4;4;5;10;11;8;8;2;5
879-9;9;3;7;11;5;3;5;11;8;7;2;3;7;6;5;10;8;10;6;11;10;9;9;7
880-5;9;8;4;8;6;4;7;7;10;4;5;4;5;6;7;7;7;4;7;5;4;5;4;7
881-11;10;6;7;7;5;9;8;4;5;9;7;7;8;5;7;7;9;5;5;2;6;7;11;9
882-7;5;4;10;8;7;7;4;10;5;6;8;5;8;3;11;6;2;10;11;2;6;9;11;3
883-8;9;9;2;7;4;8;9;2;8;7;3;6;9;4;10;8;8;3;8;7;7;8;10;8
884-10;6;7;10;11;8;9;11;7;10;7;8;7;8;8;5;11;8;3;3;8;9;3;7;8
885-7;7;5;7;8;9;8;7;7;4;8;9;10;10;3;6;6;3;10;7;4;11;8;4;5
886-12;3;7;4;9;6;5;7;10;6;3;10;9;2;5;6;6;2;8;8;5;10;5;9;3
887-6;4;11;9;8;5;8;8;7;5;7;8;5;6;7;7;7;5;7;7;6;8;6;8;2
888-7;4;10;8;8;12;8;5;4;6;6;4;6;7;5;11;5;7;8;6;8;7;10;8;8
889-11;3;7;10;9;10;9;8;8;10;3;10;6;10;3;5;9;2;8;3;7;6;3;9;9
890-7;5;7;8;5;5;10;4;11;5;9;3;7;5;3;5;7;8;5;5;6;7;10;6;4
891-11;8;12;6;11;8;6;5;4;7;7;10;6;7;5;6;4;6;5;8;9;8;9;10;6
892-6;5;9;6;7;6;5;5;7;7;7;11;5;10;4;7;8;5;4;2;6;4;6;2;10
893-9;3;4;10;6;8;7;8;5;8;5;9;5;5;9;8;6;6;11;8;11;4;5;3;2
894-10;4;8;12;8;10;9;8;12;12;5;7;8;9;9;6;5;7;8;6;9;9;7;8;6
895-4;7;7;8;6;6;5;3;8;5;11;8;4;7;6;8;8;8;9;6;5;5;6;4;10
896-8;9;5;4;6;11;7;8;10;7;8;2;3;7;8;8;6;5;8;6;3;6;11;2;3
897-10;4;7;10;3;5;5;6;7;9;2;4;4;9;8;3;8;5;10;9;10;9;10;8;2
898-6;3;3;9;5;5;10;7;6;11;6;2;9;8;5;5;5;5;7;6;3;7;5;4;5
899-5;4;6;10;9;6;9;11;6;10;7;5;4;6;4;7;5;6;7;7;12;10;8;8;3
900-8;9;10;7;8;7;8;7;12;3;9;7;8;5;8;7;8;8;7;6;6;7;6;9;11
901-6;12;8;6;7;5;5;9;4;6;5;10;6;4;4;7;8;7;4;5;6;7;4;6;6
902-7;4;8;10;8;7;4;4;8;10;7;2;10;12;8;8;9;4;3;6;4;4;10;4;6
903-5;7;8;5;6;9;9;9;9;9;12;7;6;4;7;10;9;11;2;3;6;8;5;9;8
904-6;8;10;6;7;6;6;7;7;11;7;6;10;4;7;7;7;9;9;5;4;11;9;8;10
905-11;7;9;7;7;4;9;3;7;6;8;7;10;6;7;5;8;6;6;9;5;7;7;6;6
906-9;8;6;7;11;6;7;11;8;3;3;4;7;6;7;4;2;11;10;2;7;10;5;6;6
907-7;6;10;7;10;6;8;7;7;6;9;7;7;7;11;9;4;6;4;6;10;8;7;10;7
908-7;11;10;2;12;11;7;5;10;6;10;7;11;4;3;7;7;5;7;10;9;6;7;7;5
909-3;5;11;5;6;5;8;9;7;5;5;7;8;7;9;3;3;7;11;3;9;4;11;3;6
910-8;6;8;5;11;8;4;9;5;9;8;7;10;8;9;8;7;4;6;8;9;6;6;5;11
911-8;10;7;12;9;6;7;6;8;5;11;8;3;10;8;7;6;9;7;8;6;6;6;4;7
912-6;4;4;10;9;5;8;5;11;11;10;4;4;6;7;5;8;2;11;6;5;10;6;11;9
913-9;6;6;10;7;4;10;6;7;8;10;11;6;6;9;8;7;3;4;8;7;8;11;7;7
914-6;9;5;5;12;3;6;6;12;9;9;4;9;8;5;11;4;5;7;2;4;4;5;7;9
915-9;8;9;8;7;5;6;4;9;4;5;9;5;12;4;5;9;5;6;7;8;11;9;4;7
916-10;11;8;7;7;2;9;12;12;10;7;3;7;7;7;8;6;10;6;4;5;6;6;4;6
917-3;10;8;7;5;9;8;10;11;3;9;7;8;7;11;8;4;3;5;5;9;7;4;3;9
918-6;9;9;10;6;9;8;5;4;8;5;8;3;6;6;3;5;6;8;5;8;7;4;5;7
919-7;6;3;8;7;4;9;8;6;6;8;5;8;3;10;8;11;9;7;7;3;7;6;5;6
920-9;9;4;9;11;8;6;5;4;5;11;2;4;10;5;8;8;7;12;9;6;5;9;10;4
921-7;8;7;7;4;4;10;4;6;5;11;3;7;5;4;12;7;7;5;2;4;8;7;7;11
922-7;10;6;5;4;11;5;7;7;9;6;5;7;8;8;8;7;6;6;3;12;6;6;6;3
923-3;7;10;7;7;5;4;5;10;9;4;8;9;12;9;8;6;7;9;9;4;9;9;7;8
924-5;6;7;8;10;9;12;10;6;9;3;10;5;11;9;8;2;5;10;7;8;11;2;7;7
925-10;6;8;10;4;5;6;6;6;3;6;11;6;4;5;10;7;3;7;9;8;7;10;8;7
926-7;7;2;5;4;7;7;6;8;4;2;7;8;9;6;6;5;2;4;8;8;6;9;10;5
927-11;7;2;8;5;9;10;11;7;9;9;3;6;7;3;9;11;11;10;11;8;9;2;12;5
928-11;12;6;3;8;4;3;10;6;8;3;9;8;4;6;9;9;6;7;6;7;8;6;9;7
929-10;6;5;5;9;8;6;8;7;8;10;5;7;8;8;5;8;8;8;8;11;7;7;6;10
930-9;7;10;7;9;6;8;4;2;3;10;6;2;6;8;12;7;5;9;8;5;12;10;6;5
931-5;8;7;10;5;6;6;7;2;3;8;3;6;6;11;10;5;7;6;8;3;10;7;8;7
932-3;5;8;4;10;10;6;10;6;11;12;8;6;3;3;8;10;7;9;5;7;7;5;3;7
933-8;3;10;7;4;9;10;11;5;8;7;4;9;9;8;3;6;7;5;3;11;8;5;9;6
934-7;6;10;12;6;5;10;5;9;7;9;11;8;3;7;11;6;6;11;9;8;12;8;11;7
935-8;7;11;10;9;7;7;7;9;8;4;7;7;7;10;6;8;7;4;11;6;9;6;5;7
936-7;4;8;6;7;7;3;6;7;6;5;8;6;6;6;4;6;6;11;9;5;6;6;9;7
937-11;10;10;7;9;6;7;5;6;5;9;7;8;11;5;8;11;7;8;9;6;4;5;8;9
938-2;10;8;7;2;7;5;4;9;3;10;8;7;3;10;4;6;9;7;6;12;8;12;7;6
939-10;5;9;7;7;10;5;11;3;7;7;8;3;10;6;12;11;6;7;4;7;10;5;7;11
940-7;4;7;9;7;4;6;4;8;5;3;12;6;8;7;5;12;12;8;8;4;3;6;7;7
941-4;7;7;6;6;8;4;10;5;8;7;5;9;5;10;10;7;5;5;4;9;9;5;7;9
942-5;11;7;9;3;6;7;4;9;11;9;6;3;7;4;6;10;6;5;8;10;3;9;9;12
943-7;7;7;9;5;6;7;7;7;6;9;7;7;7;9;5;6;6;7;4;7;5;8;6;9
944-11;7;7;6;10;4;8;7;11;11;7;10;12;8;5;4;6;8;10;9;4;6;10;5;5
945-7;10;7;8;11;8;10;5;8;3;3;9;6;9;8;2;8;11;6;6;3;6;11;9;8
946-7;4;4;9;7;5;6;6;11;7;6;5;5;9;5;8;10;8;10;7;6;8;5;4;8
947-8;5;3;8;10;6;5;10;8;7;7;4;9;7;5;6;7;5;11;5;8;6;8;6;9
948-7;5;3;7;2;6;2;9;6;5;5;9;7;12;10;9;9;9;11;7;6;6;5;8;9
949-6;6;7;6;8;7;6;10;5;3;7;7;4;9;4;10;4;7;2;10;6;3;10;6;11
950-7;8;6;6;7;6;5;7;8;8;3;5;8;4;6;2;7;8;6;6;5;9;11;9;9
951-7;7;2;6;6;5;4;5;7;5;11;9;9;6;5;10;8;6;4;3;12;7;8;9;5
952-9;4;3;7;7;4;6;10;6;9;9;8;6;8;5;6;11;8;7;7;8;9;9;8;3
953-7;9;4;7;6;8;6;5;7;4;3;8;8;10;8;7;8;7;8;10;9;7;4;10;6
954-9;7;3;5;7;3;9;3;12;7;11;5;9;9;12;8;8;6;4;6;2;6;6;4;7
955-6;8;7;3;9;4;9;12;3;9;5;5;11;5;7;10;10;5;7;8;8;3;11;4;5
956-10;5;11;7;12;9;7;7;8;11;11;12;5;7;8;11;2;8;10;8;8;10;7;8;7
957-7;6;7;11;4;12;9;11;3;7;10;9;3;7;7;5;4;5;4;5;9;3;11;8;7
958-11;9;8;10;6;7;4;9;7;9;10;8;6;5;10;7;10;8;7;5;5;6;9;6;7
959-10;2;6;5;10;6;4;3;12;6;8;10;7;10;8;5;7;8;5;7;6;11;3;7;10
960-5;11;7;5;2;3;7;5;4;9;9;6;8;9;5;5;5;9;7;4;3;9;7;7;7
961-7;4;11;5;8;6;6;6;4;12;11;8;8;7;5;5;4;5;6;9;5;8;6;5;8
962-10;6;8;8;8;8;7;6;3;10;4;9;11;8;6;7;8;3;7;3;7;7;4;7;6
963-4;9;11;8;9;4;3;9;5;5;7;6;6;10;8;9;7;6;4;10;10;9;9;7;7
964-7;7;11;7;10;9;11;11;7;8;6;7;6;5;4;9;9;4;9;7;9;6;11;12;7
965-7;8;8;6;8;5;8;2;7;6;3;6;2;9;6;3;6;11;6;8;6;5;5;6;7
966-9;8;5;5;4;6;6;2;8;9;9;9;9;2;2;3;7;9;8;3;3;3;6;12;2
967-9;6;9;8;8;5;8;7;4;5;6;6;8;3;5;9;10;6;5;7;10;9;3;7;4
968-8;3;6;7;8;9;7;5;8;7;6;6;12;10;11;8;8;12;9;5;7;4;5;9;9
969-7;7;11;9;8;10;11;6;9;8;7;8;5;9;6;7;9;5;7;8;2;9;8;6;7
970-5;6;11;7;4;10;4;10;7;8;4;2;8;7;7;6;8;7;3;4;11;6;5;7;3
971-8;11;7;3;11;7;12;3;12;5;6;4;7;3;6;4;7;6;11;6;6;11;8;8;7
972-6;10;7;6;10;6;8;5;6;7;11;8;9;6;8;9;3;6;5;4;6;6;6;5;5
973-8;6;10;6;7;6;8;8;11;7;9;8;6;6;7;10;4;10;11;10;11;8;6;6;9
974-5;7;5;4;9;4;6;7;5;7;6;4;11;10;12;2;5;4;12;9;7;5;6;7;4
975-8;7;10;4;10;11;5;10;12;4;7;6;3;11;7;8;7;8;6;3;5;4;2;4;12
976-9;3;5;5;7;7;12;9;12;11;7;8;5;7;4;9;3;7;12;4;10;7;6;4;10
977-6;6;5;6;6;7;7;10;7;6;9;7;6;5;6;7;8;12;5;7;4;7;2;6;7
978-7;5;10;6;6;9;5;3;11;10;10;7;6;8;8;3;8;6;8;9;7;8;9;4;7
979-3;5;4;5;11;5;7;8;8;8;10;9;8;8;7;8;4;10;6;7;6;6;6;10;9
980-9;8;9;7;3;9;7;3;8;9;6;2;8;6;9;7;7;6;6;5;9;8;11;7;9
981-8;6;8;12;10;7;8;7;4;9;12;5;8;7;7;6;8;5;6;3;6;9;11;6;3
982-8;8;7;5;9;2;8;6;7;5;7;6;11;8;6;10;7;10;7;7;7;5;5;8;7
983-4;9;3;7;7;6;7;4;4;9;9;6;9;6;4;6;12;2;9;2;9;9;10;10;10
984-7;9;11;7;8;7;5;6;6;9;6;8;9;4;6;6;6;10;11;3;9;9;8;8;7
985-7;7;8;6;9;11;7;7;11;8;2;8;8;6;4;8;10;7;8;6;4;3;8;3;8
986-3;6;7;12;7;9;4;7;12;4;11;9;3;8;7;6;11;5;8;5;10;9;6;4;4
987-9;6;8;2;8;9;10;5;8;9;7;7;7;10;4;12;10;12;7;8;3;8;12;11;10
988-8;4;6;7;4;10;4;3;10;11;8;8;2;9;9;5;10;6;10;7;2;6;7;3;7
989-7;9;6;10;7;6;7;9;10;8;11;9;6;6;7;7;6;12;9;10;11;11;7;10;4
990-3;3;8;7;10;3;8;5;8;7;6;11;7;8;6;7;6;8;7;7;7;8;4;9;7
991-11;9;5;6;6;9;3;5;2;3;3;9;3;7;8;8;10;8;5;8;2;9;6;10;11
992-5;7;9;8;10;7;5;11;4;10;5;8;7;3;4;6;5;4;7;4;8;11;7;4;4
993-4;6;8;10;4;12;8;2;6;7;9;8;9;4;9;11;7;11;12;9;7;6;9;7;9
994-8;8;7;8;8;6;3;7;6;8;9;6;11;8;9;4;4;6;7;6;9;8;4;7;7
995-3;6;8;8;7;8;5;2;10;4;9;6;7;8;4;8;5;9;10;6;10;4;5;7;6
996-8;8;8;9;9;5;8;10;3;6;9;3;5;6;6;2;3;7;6;8;12;6;7;6;3
997-6;4;11;4;9;6;5;8;9;11;3;5;8;4;5;7;9;4;12;5;2;10;12;10;6
998-2;7;4;7;7;9;7;7;6;5;11;4;11;4;5;8;9;6;10;5;10;6;8;5;7
999-8;11;10;8;6;9;8;8;6;5;10;9;8;12;6;9;6;10;9;7;6;11;12;4;5
1000-7;6;4;8;9;10;6;7;7;3;5;7;2;2;9;10;7;4;6;10;10;8;6;7;9
1001-7;7;6;7;6;5;5;3;12;5;3;11;11;4;6;9;4;8;5;8;12;5;7;7;9
1002-6;3;4;7;5;6;10;9;3;4;3;10;8;3;5;9;8;10;11;4;10;2;8;7;5
1003-5;5;7;7;8;6;7;6;11;11;11;7;7;10;11;6;3;7;9;7;3;6;9;8;8
1004-11;8;3;8;7;5;5;7;6;7;10;6;12;6;9;8;9;9;9;6;5;8;6;2;6
1005-8;9;9;10;11;3;10;4;7;7;8;7;7;8;8;3;3;9;5;5;6;5;8;10;9
1006-10;6;3;6;8;10;3;5;7;3;7;12;7;4;4;8;4;4;7;5;9;7;8;6;4
1007-6;8;6;7;2;5;9;6;7;2;8;11;12;7;9;10;7;7;5;8;9;8;5;3;10
1008-5;2;6;5;10;9;7;8;12;5;9;3;8;10;7;9;6;11;10;9;7;5;9;6;10
1009-9;9;8;6;8;4;3;8;9;6;6;7;9;7;11;8;8;10;9;12;8;10;6;7;9
1010-5;7;8;10;7;10;10;6;2;2;12;8;8;6;3;5;8;4;8;8;9;8;10;9;10
1011-6;4;8;8;7;7;7;4;2;6;5;8;4;5;4;7;7;11;9;10;4;11;9;6;5
1012-11;5;7;6;12;8;3;10;7;10;6;10;6;7;3;6;7;9;5;6;7;9;7;10;4
1013-11;6;8;7;6;8;4;2;4;2;11;7;7;5;8;11;9;9;9;5;11;11;9;7;7
1014-7;6;5;7;7;5;5;12;11;9;5;5;9;9;8;5;9;8;10;5;7;11;4;8;7
1015-6;7;8;6;10;10;6;3;9;6;4;7;3;10;7;8;8;7;9;8;8;7;4;5;3
1016-7;9;5;6;6;12;10;5;6;10;8;8;11;6;10;7;7;8;10;6;8;12;8;8;6
1017-8;10;4;10;7;6;4;6;9;9;4;5;6;4;5;7;5;3;6;4;9;12;9;7;6
1018-8;7;3;9;3;6;3;7;7;7;3;3;3;8;7;3;9;5;7;7;4;10;7;9;12
1019-7;8;9;6;11;12;6;10;10;4;3;2;6;12;7;4;6;7;4;10;5;9;7;5;8
1020-3;9;9;2;4;7;7;7;7;9;6;5;9;6;6;8;9;5;6;7;8;8;4;6;5
1021-11;8;8;9;6;10;5;3;5;12;7;9;9;6;7;3;10;8;11;8;7;4;8;7;9
1022-8;8;7;6;2;4;4;7;3;10;12;2;9;6;4;6;5;5;8;6;11;9;8;6;5
1023-8;9;6;2;6;10;7;4;10;12;4;6;9;5;5;12;4;10;11;7;4;11;6;9;6
1024-5;8;7;10;10;12;7;11;10;11;4;10;6;7;9;5;12;9;7;8;4;8;10;7;4
1025-3;6;6;6;8;7;7;6;7;9;9;10;3;10;10;6;4;5;7;9;7;10;3;8;10
1026-10;10;6;6;6;11;11;3;9;10;10;11;7;6;8;8;7;5;2;10;6;10;3;8;6
1027-10;3;4;10;7;6;6;2;9;6;11;9;3;7;5;5;6;11;6;6;3;5;5;9;5
1028-6;7;10;12;6;7;10;6;7;5;10;10;7;12;9;7;6;6;7;8;10;9;3;7;6
1029-7;4;8;9;6;11;4;6;9;8;7;9;7;11;8;6;4;8;7;7;5;6;7;4;5
1030-8;10;8;6;7;5;7;9;9;5;9;6;4;2;10;8;6;7;6;11;12;4;6;12;12
1031-7;4;10;10;5;8;9;8;12;6;12;7;8;5;8;6;9;7;10;5;9;7;7;6;3
1032-5;12;7;10;8;10;7;4;8;9;9;11;12;7;9;8;5;8;12;7;5;11;5;8;5
1033-5;9;8;6;8;6;6;4;5;6;3;7;10;5;9;9;6;3;3;7;9;3;8;3;2
1034-6;7;7;7;2;3;6;9;9;5;8;7;4;10;6;8;11;9;7;9;7;9;7;5;7
1035-7;10;12;9;11;7;3;10;10;7;8;6;6;8;5;3;11;8;9;6;7;7;8;5;6
1036-7;7;8;2;7;9;11;7;7;3;8;6;6;7;10;9;9;9;8;3;7;6;3;4;6
1037-6;4;4;8;2;5;4;8;10;7;9;8;11;10;2;8;5;4;3;5;10;6;12;4;5
1038-2;6;5;9;3;8;4;3;9;7;9;6;9;9;7;5;6;11;4;3;10;9;4;5;7
1039-10;11;8;6;6;4;4;9;5;5;6;5;7;12;3;7;5;5;10;6;11;12;5;3;7
1040-8;8;11;5;4;8;4;6;8;10;6;7;8;7;8;9;8;10;9;3;9;12;10;10;7
1041-7;3;3;4;3;5;11;4;7;10;8;12;4;11;8;8;7;6;7;8;5;7;9;7;4
1042-3;8;11;8;7;7;8;8;8;9;5;7;6;6;6;12;6;10;5;10;2;5;11;5;5
1043-10;7;10;6;10;8;8;6;7;11;5;6;7;3;6;9;4;6;4;9;6;9;10;9;9
1044-6;7;5;9;6;7;9;6;5;5;6;10;7;8;9;7;6;5;8;7;3;10;7;4;10
1045-7;5;5;8;3;4;9;9;10;8;6;5;10;8;5;4;7;7;11;7;9;4;9;4;9
1046-3;7;7;4;8;3;8;6;3;6;9;9;5;9;4;9;9;3;7;8;6;6;3;8;4
1047-3;5;10;8;10;11;8;6;9;3;4;10;5;9;6;5;10;10;4;12;5;5;7;4;6
1048-7;7;10;7;10;9;5;6;5;9;8;5;6;5;3;8;7;9;10;8;10;8;10;3;4
1049-8;4;5;4;10;9;5;10;10;6;8;10;2;5;8;8;8;9;2;9;9;7;4;7;10
1050-9;9;8;6;2;5;9;8;5;9;4;6;7;10;10;9;9;8;8;6;9;12;4;4;7
1051-8;7;11;6;5;9;8;8;9;7;7;8;11;4;8;8;5;7;5;2;12;6;12;8;9
1052-6;9;7;7;2;3;8;10;4;8;7;6;4;8;5;5;7;12;6;9;8;5;8;6;8
1053-8;8;5;7;4;7;6;10;5;6;6;8;5;3;4;8;12;9;9;7;6;12;5;11;10
1054-5;7;9;8;8;4;4;6;8;2;7;2;12;6;11;4;11;8;6;6;9;6;10;5;6
1055-10;6;11;6;7;8;9;7;7;6;8;5;6;3;5;5;5;9;6;8;7;5;6;6;4
1056-3;6;7;6;8;8;9;8;4;4;8;9;4;4;5;2;6;7;8;10;9;7;7;6;2
1057-6;8;7;6;9;10;2;2;2;6;8;9;5;8;7;9;9;10;10;12;7;7;5;10;8
1058-6;5;2;11;5;8;5;10;11;6;4;7;7;7;7;11;9;4;6;6;10;4;9;8;7
1059-9;4;10;4;9;9;4;9;10;4;8;8;3;6;7;2;5;7;3;5;5;7;8;4;7
1060-9;7;9;6;10;10;9;6;7;12;7;10;4;8;5;10;3;9;3;2;10;3;4;3;5
1061-8;6;5;7;8;6;9;10;7;6;8;8;8;11;11;4;11;10;8;6;9;10;7;12;9
1062-4;8;6;9;7;3;9;8;11;3;8;7;8;8;7;5;5;7;4;9;5;11;11;5;8
1063-11;8;7;7;8;5;8;10;6;6;8;8;7;10;3;5;2;7;7;10;8;11;8;9;4
1064-9;8;7;11;8;5;7;7;9;8;4;4;8;7;9;8;4;3;9;7;8;7;9;3;3
1065-8;7;6;10;5;5;4;10;6;9;7;6;5;5;8;10;9;6;8;8;3;7;10;11;5
1066-9;8;8;3;7;8;3;8;10;7;2;7;10;12;5;11;7;7;5;7;4;9;9;7;4
1067-6;5;7;9;6;6;10;7;4;11;6;6;10;7;7;7;6;9;7;9;6;9;8;4;5
1068-7;6;6;9;7;8;4;5;7;6;4;7;9;3;6;4;8;10;9;11;8;6;8;5;3
1069-5;6;5;6;7;6;7;7;7;8;9;7;3;3;5;8;5;3;3;11;3;8;3;8;10
1070-9;8;8;7;6;9;10;5;7;4;4;4;8;9;5;4;5;2;9;8;9;6;10;6;6
1071-10;10;5;5;5;10;8;9;7;3;7;8;6;7;8;7;3;6;7;9;7;11;5;7;12
1072-8;4;6;4;7;7;8;7;7;7;8;9;4;4;7;3;2;6;10;9;10;7;2;9;7
1073-9;11;8;7;9;8;8;7;5;8;5;6;7;10;9;8;4;5;8;3;4;5;7;5;7
1074-8;9;7;5;4;7;6;5;7;2;11;8;6;8;11;7;6;6;10;12;5;5;8;4;7
1075-2;8;5;7;9;9;11;8;2;8;6;7;5;11;10;5;9;11;11;5;6;4;11;5;7
1076-7;8;9;9;5;7;3;2;9;6;4;8;11;9;7;6;5;9;10;4;2;10;7;7;4
1077-8;8;8;8;6;9;7;9;5;8;7;3;5;6;5;4;8;7;11;5;8;2;12;11;10
1078-4;11;5;7;6;12;11;4;5;9;8;3;7;9;7;10;7;5;7;8;11;6;12;4;6
1079-7;6;2;6;6;6;8;6;9;6;7;6;6;8;7;7;10;3;4;7;6;8;10;9;6
1080-9;5;10;9;10;6;9;7;5;8;3;5;10;10;3;3;12;10;5;4;6;2;7;6;4
1081-6;9;6;9;12;3;7;7;7;6;3;8;6;6;9;5;5;4;6;5;7;5;12;4;6
1082-8;3;9;2;6;7;8;3;6;8;4;9;7;12;3;7;7;3;8;3;10;3;3;7;5
1083-11;10;5;6;4;6;3;9;10;8;10;6;7;12;6;10;8;8;5;7;7;7;8;3;8
1084-7;11;8;8;7;7;5;5;4;3;11;8;2;3;7;6;8;6;7;4;9;2;5;9;10
1085-4;9;7;3;5;10;7;9;6;8;5;3;8;10;10;8;6;3;7;6;6;9;2;7;10
1086-7;9;7;9;5;6;5;10;11;5;9;6;7;10;8;11;5;4;6;3;11;5;9;9;8
1087-8;7;9;3;10;6;8;4;5;3;7;7;6;8;5;10;8;6;11;10;4;12;12;10;6
1088-2;11;7;7;11;11;5;4;11;4;8;8;7;9;5;8;7;8;5;7;6;5;10;6;7
1089-5;5;9;2;9;7;8;4;7;9;7;4;4;8;5;11;9;9;8;7;3;5;8;10;3
1090-8;6;5;9;9;7;6;9;7;7;9;8;9;2;2;7;10;9;11;9;9;4;9;5;8
1091-3;12;5;5;9;4;3;10;5;8;8;9;7;5;9;8;7;3;10;4;8;3;4;5;11
1092-10;12;5;11;12;10;5;4;5;10;5;5;3;4;5;7;11;9;12;6;5;9;7;7;8
1093-6;6;6;5;6;12;7;5;10;4;3;8;4;8;8;7;6;9;5;8;6;11;4;4;7
1094-9;3;10;7;3;8;7;6;3;11;5;5;4;8;6;8;7;3;8;12;8;8;5;6;12
1095-8;5;7;7;8;6;7;7;7;6;5;9;2;8;3;3;7;7;7;3;8;7;7;5;7
1096-6;7;10;5;4;8;6;11;11;7;9;8;8;6;6;10;9;5;9;4;5;9;5;6;5
1097-2;8;7;10;8;8;10;3;2;9;9;4;8;7;3;4;11;11;9;10;11;7;11;7;7
1098-12;10;7;5;2;12;7;11;10;9;11;6;8;4;6;4;5;11;3;7;7;6;8;5;9
1099-7;10;2;6;9;10;8;7;9;8;3;8;8;9;7;7;6;8;11;7;7;4;10;6;5
1100-5;8;6;4;7;6;5;6;2;6;4;5;11;4;8;4;10;7;6;10;8;7;7;8;7
1101-8;8;4;2;7;3;5;6;10;5;7;5;6;5;5;5;5;3;6;10;4;8;6;7;10
